TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
10103,2025-06-15,Jeans,Clothing,South,Offline,4,6584,26336,Cash,6398
10104,2025-05-05,Laptop,Electronics,West,Offline,7,6347.06,44429.42,Net Banking,7717
10105,2024-11-29,Painting,Home Decor,North,Offline,7,8640.82,60485.74,Net Banking,8178
10106,2025-03-04,Camera,Electronics,West,Online,5,2740.95,13704.75,UPI,8013
10107,2025-03-14,Camera,Electronics,West,Offline,7,697.38,4881.66,Credit Card,7698
10108,2025-02-08,Lamp,Home Decor,East,Offline,10,9715.6,97156,Credit Card,6411
10109,2024-10-06,Headphones,Electronics,North,Online,8,2761.08,22088.64,Credit Card,9943
10110,2024-08-02,Curtains,Home Decor,West,Online,4,3393.64,13574.56,Net Banking,5630
10111,2024-12-01,Headphones,Electronics,South,Offline,7,6046.13,42322.91,Credit Card,5094
10112,2025-06-30,Wheat,Groceries,East,Online,4,9480.22,37920.88,Credit Card,9938
10113,2025-05-02,Sugar,Groceries,South,Online,8,8764.58,70116.64,Net Banking,2366
10114,2025-04-13,Shampoo,Beauty,East,Online,5,4743.73,23718.65,Credit Card,2471
10115,2024-11-30,Jacket,Clothing,North,Offline,5,4599.06,22995.3,Net Banking,7025
10116,2025-02-24,Shampoo,Beauty,West,Online,1,5313.92,5313.92,UPI,4656
10117,2024-07-25,Yoga Mat,Sports,South,Offline,9,8611.72,77505.48,UPI,1393
10118,2025-03-01,Sugar,Groceries,North,Offline,4,8564.12,34256.48,UPI,4320
10119,2024-10-16,Jeans,Clothing,North,Offline,3,7558.45,22675.35,Net Banking,1803
10120,2024-12-06,Painting,Home Decor,West,Offline,3,9179.28,27537.84,Cash,3131
10121,2025-07-15,Shampoo,Beauty,West,Offline,6,7218.7,43312.2,Cash,2914
10122,2025-05-15,Perfume,Beauty,West,Online,5,5609.7,28048.5,UPI,5593
10123,2025-04-28,Headphones,Electronics,South,Offline,8,6733.04,53864.32,Credit Card,4521
10124,2024-11-10,Wheat,Groceries,West,Offline,5,923.58,4617.9,Credit Card,2712
10125,2024-11-23,Painting,Home Decor,North,Offline,2,175.12,350.24,Net Banking,1192
10126,2024-12-05,Laptop,Electronics,East,Offline,1,1955.81,1955.81,Net Banking,2054
10127,2024-10-13,Cricket Bat,Sports,South,Online,1,3548.13,3548.13,Cash,8989
10128,2025-02-06,Camera,Electronics,North,Online,7,1952.98,13670.86,Cash,3900
10129,2024-09-17,Sweater,Clothing,West,Offline,10,7049.93,70499.3,Cash,6002
10130,2025-06-28,Camera,Electronics,South,Online,6,3819.1,22914.6,Credit Card,8087
10131,2025-06-15,Painting,Home Decor,North,Offline,8,4446.15,35569.2,Credit Card,9607
10132,2024-09-26,Lipstick,Beauty,East,Offline,5,9980.74,49903.7,Cash,3724
10133,2024-11-06,Cricket Bat,Sports,East,Online,3,4016.21,12048.63,UPI,5036
10134,2025-06-09,Lipstick,Beauty,North,Online,2,9952.58,19905.16,UPI,2477
10135,2024-11-21,Cricket Bat,Sports,West,Online,3,1631.27,4893.81,Cash,4923
10136,2025-05-12,Lamp,Home Decor,West,Online,9,1937.04,17433.36,Cash,3426
10137,2025-06-20,Wheat,Groceries,West,Online,8,5735.27,45882.16,Cash,2349
10138,2024-09-17,Rice,Groceries,South,Offline,6,8042.55,48255.3,UPI,5932
10139,2024-08-03,Shampoo,Beauty,East,Offline,10,4466.11,44661.1,Cash,6254
10140,2024-11-09,Curtains,Home Decor,West,Offline,7,1018.74,7131.18,Credit Card,1771
10141,2025-03-19,Lipstick,Beauty,South,Offline,8,1456.82,11654.56,UPI,4871
10142,2025-06-28,Sugar,Groceries,East,Online,2,9388.02,18776.04,UPI,8270
10143,2025-03-03,Sugar,Groceries,South,Online,1,1676.42,1676.42,UPI,4734
10144,2024-11-18,Lipstick,Beauty,East,Offline,5,2626.58,13132.9,Net Banking,2624
10145,2025-03-29,Jacket,Clothing,South,Offline,4,6779.67,27118.68,Credit Card,5539
10146,2025-06-24,Rice,Groceries,North,Offline,8,8220.71,65765.68,Credit Card,7505
10147,2024-08-08,Lipstick,Beauty,East,Online,8,256.31,2050.48,UPI,9487
10148,2024-12-22,T-Shirt,Clothing,North,Offline,3,7437.43,22312.29,Net Banking,7015
10149,2024-11-29,Oil,Groceries,West,Online,10,1773.52,17735.2,Net Banking,2158
10150,2024-09-18,Tennis Racket,Sports,North,Offline,1,7464.58,7464.58,Net Banking,2344
10151,2025-01-05,Jeans,Clothing,South,Online,5,6247.46,31237.3,Cash,2582
10152,2024-12-18,Lamp,Home Decor,South,Offline,6,5172.41,31034.46,UPI,1681
10153,2025-06-23,Wheat,Groceries,South,Offline,5,7033.93,35169.65,Credit Card,8649
10154,2024-09-10,Perfume,Beauty,North,Online,3,2747.26,8241.78,Net Banking,6284
10155,2025-02-13,Tennis Racket,Sports,South,Offline,2,3323.69,6647.38,Net Banking,9802
10156,2025-01-25,Perfume,Beauty,East,Online,5,4685.1,23425.5,Cash,9287
10157,2025-02-04,Painting,Home Decor,West,Offline,9,1673.5,15061.5,Cash,3712
10158,2025-01-06,Oil,Groceries,West,Online,2,113.39,226.78,Net Banking,2375
10159,2024-12-17,T-Shirt,Clothing,South,Offline,1,5179.22,5179.22,Cash,8518
10160,2025-01-03,Yoga Mat,Sports,South,Online,1,9040.85,9040.85,UPI,1556
10161,2025-02-26,Smartphone,Electronics,West,Offline,2,330.91,661.82,Cash,4980
10162,2024-11-02,Face Wash,Beauty,South,Offline,10,5626.74,56267.4,Net Banking,8084
10163,2025-01-15,Camera,Electronics,East,Online,8,3217.19,25737.52,Cash,5323
10164,2025-03-05,Jacket,Clothing,South,Online,6,1051.43,6308.58,Cash,2827
10165,2024-09-06,Curtains,Home Decor,East,Online,5,8187.53,40937.65,Credit Card,8879
10166,2025-04-18,Smartphone,Electronics,South,Online,8,2534.22,20273.76,Credit Card,1432
10167,2024-12-29,Camera,Electronics,South,Online,6,8245.84,49475.04,Net Banking,4223
10168,2024-09-03,Yoga Mat,Sports,South,Online,3,2278.8,6836.4,Credit Card,6368
10169,2024-08-26,Sugar,Groceries,West,Offline,1,5131.82,5131.82,UPI,5115
10170,2024-12-13,Jacket,Clothing,North,Offline,1,4937.19,4937.19,Credit Card,5884
10171,2025-05-29,Lipstick,Beauty,North,Online,1,7746.38,7746.38,Net Banking,7526
10172,2025-04-20,Wheat,Groceries,West,Online,9,7815.49,70339.41,Net Banking,4188
10173,2024-09-21,Oil,Groceries,West,Online,3,4854.03,14562.09,UPI,9067
10174,2024-09-04,Jacket,Clothing,West,Offline,2,7878.06,15756.12,UPI,7015
10175,2024-10-27,Wheat,Groceries,North,Offline,10,9749.03,97490.3,Net Banking,8690
10176,2025-01-22,Lipstick,Beauty,South,Online,7,3058.63,21410.41,UPI,7476
10177,2025-06-18,Yoga Mat,Sports,South,Online,9,3932.44,35391.96,Credit Card,1688
10178,2024-09-03,Oil,Groceries,South,Online,8,6380.71,51045.68,Net Banking,5560
10179,2025-01-08,Yoga Mat,Sports,West,Online,10,7030.01,70300.1,UPI,4926
10180,2025-04-02,Sweater,Clothing,West,Online,10,5463.25,54632.5,Cash,6261
10181,2025-03-30,Headphones,Electronics,North,Offline,5,6326.12,31630.6,Credit Card,5044
10182,2025-04-05,Rice,Groceries,East,Offline,6,5509.32,33055.92,Credit Card,1177
10183,2025-02-12,Lipstick,Beauty,East,Online,1,998.21,998.21,UPI,1802
10184,2024-11-25,Vase,Home Decor,West,Online,6,1564.76,9388.56,Net Banking,6290
10185,2025-04-24,Headphones,Electronics,West,Offline,10,2141.46,21414.6,Cash,6126
10186,2025-02-24,Wheat,Groceries,West,Online,7,4859.05,34013.35,Cash,1638
10187,2024-09-07,Shampoo,Beauty,South,Online,5,655.5,3277.5,Net Banking,3831
10188,2024-08-28,Oil,Groceries,South,Offline,9,7382.51,66442.59,Credit Card,6413
10189,2025-02-26,Curtains,Home Decor,West,Online,2,1150.6,2301.2,Net Banking,5641
10190,2024-09-18,Face Wash,Beauty,West,Offline,1,7912.98,7912.98,Net Banking,2642
10191,2024-10-27,Headphones,Electronics,South,Online,4,4217.02,16868.08,Credit Card,3857
10192,2025-07-01,Painting,Home Decor,South,Offline,1,8176.74,8176.74,UPI,6234
10193,2024-10-04,Headphones,Electronics,North,Offline,3,1730.69,5192.07,Credit Card,9466
10194,2025-07-02,Yoga Mat,Sports,South,Online,7,1120.45,7843.15,Cash,7479
10195,2024-10-02,Sweater,Clothing,North,Online,6,7776.12,46656.72,Cash,3956
10196,2025-02-13,Yoga Mat,Sports,South,Offline,1,6216.33,6216.33,Net Banking,6070
10197,2025-05-13,Shampoo,Beauty,West,Online,7,9781.9,68473.3,Net Banking,8954
10198,2024-09-03,Lamp,Home Decor,North,Online,9,3420.69,30786.21,Cash,9362
10199,2024-09-14,Camera,Electronics,East,Online,10,1612.92,16129.2,Cash,2798
10200,2025-01-03,Tennis Racket,Sports,South,Online,4,5637.27,22549.08,UPI,4830
10201,2024-09-14,Sweater,Clothing,North,Offline,3,4661.29,13983.87,Credit Card,5106
10202,2024-10-11,T-Shirt,Clothing,South,Offline,7,7355.13,51485.91,UPI,3492
10203,2024-12-15,Camera,Electronics,West,Online,10,1141.74,11417.4,UPI,3996
10204,2025-04-17,Rice,Groceries,North,Online,10,3685.93,36859.3,Credit Card,6502
10205,2025-06-30,Smartphone,Electronics,West,Offline,3,8635.14,25905.42,UPI,9597
10206,2025-07-12,Face Wash,Beauty,West,Online,9,888.45,7996.05,Credit Card,9910
10207,2025-02-12,Jeans,Clothing,East,Online,6,6948.7,41692.2,Net Banking,9623
10208,2024-10-03,Perfume,Beauty,West,Online,6,2096.83,12580.98,Cash,1642
10209,2025-05-22,Curtains,Home Decor,West,Online,9,6831.56,61484.04,Credit Card,8561
10210,2024-08-21,Lamp,Home Decor,East,Offline,10,3867.47,38674.7,Cash,1925
10211,2024-07-22,Headphones,Electronics,West,Online,1,8548.21,8548.21,Net Banking,2527
10212,2024-08-22,Sugar,Groceries,South,Online,2,2893.04,5786.08,Credit Card,1919
10213,2024-09-02,Tennis Racket,Sports,West,Offline,5,3175.56,15877.8,Net Banking,6784
10214,2025-02-09,Jeans,Clothing,East,Online,2,4326.14,8652.28,UPI,6535
10215,2025-05-06,Vase,Home Decor,East,Offline,1,2639.87,2639.87,Credit Card,2951
10216,2025-04-06,Yoga Mat,Sports,West,Offline,1,2573.77,2573.77,UPI,7591
10217,2025-03-23,Rice,Groceries,East,Online,4,123.37,493.48,Credit Card,7233
10218,2024-12-17,Yoga Mat,Sports,South,Offline,5,2734.51,13672.55,Credit Card,2208
10219,2024-08-20,Wheat,Groceries,West,Online,4,102.08,408.32,Credit Card,5791
10220,2025-03-19,T-Shirt,Clothing,West,Offline,3,4819.04,14457.12,Net Banking,9630
10221,2025-04-14,Lipstick,Beauty,North,Online,6,4563.98,27383.88,Credit Card,7475
10222,2024-12-17,Sugar,Groceries,East,Online,9,5317.87,47860.83,Net Banking,4046
10223,2025-05-29,Shampoo,Beauty,North,Offline,2,6151.58,12303.16,Credit Card,6870
10224,2024-12-08,Lipstick,Beauty,West,Online,5,7387.84,36939.2,Cash,9090
10225,2025-06-13,Sweater,Clothing,South,Online,7,6558.12,45906.84,Net Banking,8900
10226,2025-05-10,Perfume,Beauty,South,Online,9,5065.41,45588.69,Credit Card,4934
10227,2025-04-11,Tennis Racket,Sports,South,Online,7,2660.45,18623.15,UPI,9653
10228,2024-09-08,Lamp,Home Decor,East,Online,4,5677.77,22711.08,UPI,4929
10229,2025-06-15,Tennis Racket,Sports,North,Online,6,5630.56,33783.36,UPI,9473
10230,2024-10-30,Shampoo,Beauty,North,Online,8,8335.38,66683.04,Cash,3245
10231,2024-12-21,Laptop,Electronics,West,Online,3,4326.96,12980.88,Net Banking,3006
10232,2024-12-26,Football,Sports,West,Offline,3,2754.26,8262.78,UPI,6691
10233,2025-02-28,Laptop,Electronics,North,Offline,2,9276.04,18552.08,Net Banking,6388
10234,2025-05-29,Face Wash,Beauty,East,Offline,1,3558.03,3558.03,Net Banking,1706
10235,2025-01-23,Lamp,Home Decor,North,Offline,4,3904.86,15619.44,Credit Card,9711
10236,2024-10-03,Headphones,Electronics,West,Online,2,5503.03,11006.06,UPI,1662
10237,2025-01-17,Curtains,Home Decor,South,Online,7,3770.22,26391.54,Credit Card,5843
10238,2025-01-09,Cricket Bat,Sports,East,Online,10,2108.73,21087.3,Credit Card,3315
10239,2024-07-28,Jacket,Clothing,North,Online,3,2960.61,8881.83,UPI,7174
10240,2024-10-16,Cricket Bat,Sports,West,Offline,5,187.18,935.9,Net Banking,9319
10241,2024-12-17,Rice,Groceries,North,Online,9,5228.67,47058.03,Net Banking,2838
10242,2024-11-10,Lipstick,Beauty,West,Offline,8,5955.06,47640.48,Credit Card,9047
10243,2025-01-02,Lipstick,Beauty,West,Offline,8,9307.84,74462.72,UPI,5538
10244,2025-01-04,Jeans,Clothing,West,Online,6,9504.2,57025.2,Credit Card,6009
10245,2025-07-16,Painting,Home Decor,East,Offline,7,659.16,4614.12,Net Banking,7945
10246,2024-08-27,Headphones,Electronics,North,Offline,1,8829.85,8829.85,Credit Card,1283
10247,2024-10-25,Sweater,Clothing,South,Offline,1,3440.05,3440.05,UPI,8117
10248,2024-12-19,Face Wash,Beauty,South,Offline,3,5095.35,15286.05,Cash,1836
10249,2024-11-02,Lipstick,Beauty,West,Online,6,8415.7,50494.2,Credit Card,5379
10250,2025-03-15,Sugar,Groceries,West,Offline,5,3795.74,18978.7,Credit Card,6652
10251,2025-03-19,Oil,Groceries,North,Online,2,5805.25,11610.5,Net Banking,6110
10252,2025-02-28,Sweater,Clothing,East,Online,4,102.86,411.44,Cash,2045
10253,2024-10-22,Lipstick,Beauty,East,Online,1,3316.22,3316.22,Credit Card,1428
10254,2024-11-26,Jacket,Clothing,South,Online,7,5199.16,36394.12,Credit Card,6976
10255,2025-02-14,Jeans,Clothing,East,Online,7,2978.77,20851.39,Net Banking,9778
10256,2025-05-30,Headphones,Electronics,North,Offline,9,8449.46,76045.14,Credit Card,5695
10257,2025-05-06,Headphones,Electronics,North,Online,9,1323.71,11913.39,UPI,9826
10258,2025-05-29,Jeans,Clothing,North,Online,9,1328.78,11959.02,Cash,5478
10259,2024-09-06,Headphones,Electronics,South,Online,8,2004.75,16038,Credit Card,5975
10260,2025-01-25,Laptop,Electronics,North,Online,10,4140.9,41409,Credit Card,5400
10261,2024-07-28,Laptop,Electronics,West,Offline,6,3592.08,21552.48,Cash,1696
10262,2024-11-09,Football,Sports,East,Online,5,5996.74,29983.7,Net Banking,7389
10263,2025-01-11,Lipstick,Beauty,South,Offline,5,3464.3,17321.5,Cash,3695
10264,2024-09-24,Smartphone,Electronics,South,Online,6,3114.59,18687.54,Cash,6425
10265,2025-02-01,Smartphone,Electronics,North,Offline,2,9195.63,18391.26,Credit Card,4318
10266,2025-07-18,Jeans,Clothing,North,Online,9,980.58,8825.22,Credit Card,4721
10267,2025-02-17,Headphones,Electronics,East,Online,4,333.71,1334.84,Credit Card,2597
10268,2025-04-20,Lamp,Home Decor,West,Online,6,903.38,5420.28,Cash,8538
10269,2025-03-19,Yoga Mat,Sports,East,Offline,9,3498.6,31487.4,Credit Card,6751
10270,2025-04-28,Rice,Groceries,South,Offline,4,6261.93,25047.72,Net Banking,4740
10271,2024-09-06,Laptop,Electronics,West,Online,3,5583.36,16750.08,Net Banking,5461
10272,2025-03-18,Sweater,Clothing,North,Online,5,4764.64,23823.2,Cash,6437
10273,2025-04-07,Oil,Groceries,North,Online,8,5763.43,46107.44,UPI,2240
10274,2024-09-10,Football,Sports,South,Online,10,8411.91,84119.1,Cash,9074
10275,2025-04-11,Perfume,Beauty,South,Online,9,6142.39,55281.51,UPI,8230
10276,2024-08-14,Smartphone,Electronics,North,Online,10,9807.95,98079.5,Net Banking,7107
10277,2025-01-08,Lipstick,Beauty,South,Online,9,6330.88,56977.92,Credit Card,3629
10278,2024-10-28,Laptop,Electronics,West,Offline,4,5776.4,23105.6,Cash,8767
10279,2025-01-07,Curtains,Home Decor,South,Online,10,8231.3,82313,Cash,4906
10280,2025-06-15,Football,Sports,East,Offline,5,7760.69,38803.45,Net Banking,1954
10281,2025-03-16,Sugar,Groceries,East,Online,9,9801.76,88215.84,Cash,5069
10282,2025-03-13,Jeans,Clothing,West,Online,5,8103.25,40516.25,Net Banking,5441
10283,2025-02-25,Sugar,Groceries,South,Offline,5,1397.59,6987.95,Cash,8262
10284,2025-02-19,Sugar,Groceries,West,Offline,1,6757.72,6757.72,Net Banking,7537
10285,2024-10-03,Tennis Racket,Sports,North,Offline,6,1329.13,7974.78,UPI,7597
10286,2025-03-04,Smartphone,Electronics,East,Offline,2,3155.94,6311.88,UPI,1535
10287,2025-06-20,Lipstick,Beauty,North,Offline,5,4805.76,24028.8,Cash,3985
10288,2025-05-15,Lipstick,Beauty,East,Online,6,1606.02,9636.12,UPI,1151
10289,2024-10-12,Lamp,Home Decor,East,Offline,7,2073.59,14515.13,Net Banking,3244
10290,2024-09-12,Vase,Home Decor,North,Online,9,7381.5,66433.5,Credit Card,8005
10291,2025-03-20,Vase,Home Decor,South,Online,5,131.85,659.25,UPI,1698
10292,2025-03-18,Jacket,Clothing,East,Online,4,5889.34,23557.36,UPI,3612
10293,2025-02-04,Shampoo,Beauty,South,Offline,9,2079.71,18717.39,UPI,9722
10294,2025-01-28,Sugar,Groceries,North,Offline,3,1106.31,3318.93,Cash,6853
10295,2024-11-29,Lipstick,Beauty,South,Online,4,3241.5,12966,Net Banking,6816
10296,2025-01-05,Cricket Bat,Sports,South,Online,3,5472.43,16417.29,Net Banking,4806
10297,2024-10-21,Laptop,Electronics,East,Offline,9,5956.01,53604.09,Cash,5002
10298,2025-03-20,Camera,Electronics,West,Online,5,8715.94,43579.7,Net Banking,8962
10299,2025-04-19,Painting,Home Decor,West,Online,6,756.96,4541.76,Net Banking,7528
10300,2024-09-25,Tennis Racket,Sports,West,Online,4,2800.93,11203.72,Net Banking,9576
10301,2025-07-02,Curtains,Home Decor,East,Offline,7,8284.1,57988.7,UPI,4764
10302,2025-04-25,Rice,Groceries,South,Offline,7,1540.74,10785.18,UPI,7644
10303,2025-02-24,Lamp,Home Decor,North,Online,6,3968.22,23809.32,Cash,1706
10304,2025-01-25,Curtains,Home Decor,East,Offline,5,9350.89,46754.45,Net Banking,1898
10305,2024-12-11,Camera,Electronics,West,Offline,5,9587.57,47937.85,UPI,5544
10306,2025-05-29,Shampoo,Beauty,North,Online,1,8244.76,8244.76,Net Banking,5377
10307,2024-10-31,Cricket Bat,Sports,East,Online,9,1163.7,10473.3,Net Banking,7559
10308,2024-08-04,Vase,Home Decor,North,Offline,10,150.68,1506.8,UPI,1028
10309,2025-06-20,Sugar,Groceries,West,Online,10,5511.18,55111.8,UPI,9573
10310,2025-04-02,Lamp,Home Decor,South,Online,5,7797.45,38987.25,UPI,4065
10311,2025-04-02,Football,Sports,South,Online,4,4551.09,18204.36,Cash,3910
10312,2025-06-29,Jacket,Clothing,North,Online,5,8170.59,40852.95,UPI,7713
10313,2024-08-13,Headphones,Electronics,North,Offline,10,7515.59,75155.9,Cash,7138
10314,2025-02-26,Perfume,Beauty,West,Offline,7,999.35,6995.45,UPI,4843
10315,2025-07-15,Painting,Home Decor,South,Online,4,7683.88,30735.52,UPI,6446
10316,2024-08-02,Cricket Bat,Sports,North,Online,5,8091.32,40456.6,Credit Card,3384
10317,2024-11-15,Curtains,Home Decor,West,Offline,5,2916.87,14584.35,Net Banking,2149
10318,2024-09-02,Tennis Racket,Sports,North,Online,3,8165,24495,Credit Card,6875
10319,2025-01-06,Football,Sports,East,Offline,9,1104,9936,Cash,2359
10320,2025-01-12,Headphones,Electronics,East,Offline,1,3576.63,3576.63,Net Banking,3535
10321,2025-01-13,Face Wash,Beauty,West,Offline,10,4484.6,44846,UPI,2806
10322,2025-04-10,Headphones,Electronics,North,Online,10,3549.93,35499.3,Credit Card,1231
10323,2025-04-01,Smartphone,Electronics,North,Online,9,2736.03,24624.27,Net Banking,5233
10324,2024-08-03,Headphones,Electronics,West,Online,5,8945.64,44728.2,Cash,1492
10325,2025-05-28,Oil,Groceries,East,Offline,1,8870.54,8870.54,Credit Card,7091
10326,2024-08-07,Cricket Bat,Sports,West,Online,1,1366.67,1366.67,UPI,6381
10327,2025-02-24,Face Wash,Beauty,East,Online,8,8809.96,70479.68,Cash,8570
10328,2025-01-30,Vase,Home Decor,West,Online,10,3779.14,37791.4,Cash,4627
10329,2025-06-07,Lipstick,Beauty,North,Offline,4,4800.36,19201.44,Net Banking,5719
10330,2025-06-26,Rice,Groceries,East,Offline,8,567.37,4538.96,Credit Card,7938
10331,2025-04-01,Wheat,Groceries,East,Online,10,5516.48,55164.8,Net Banking,4508
10332,2025-02-22,Sweater,Clothing,West,Offline,1,810.57,810.57,Cash,9306
10333,2024-07-21,Wheat,Groceries,South,Offline,6,2942.77,17656.62,Net Banking,2927
10334,2024-08-08,Vase,Home Decor,West,Offline,7,2408.33,16858.31,Credit Card,2645
10335,2024-09-12,Vase,Home Decor,North,Online,3,1137.42,3412.26,Cash,3369
10336,2024-10-27,Cricket Bat,Sports,West,Offline,1,7397.91,7397.91,Cash,3145
10337,2024-09-02,Sugar,Groceries,South,Offline,8,373,2984,Net Banking,1773
10338,2025-02-07,Vase,Home Decor,South,Online,4,7251.35,29005.4,Cash,7632
10339,2025-04-21,Headphones,Electronics,South,Offline,3,8984.8,26954.4,Cash,1112
10340,2025-06-28,Cricket Bat,Sports,East,Online,4,9799.76,39199.04,Credit Card,8783
10341,2024-08-28,Tennis Racket,Sports,East,Offline,8,4531.12,36248.96,Cash,6061
10342,2025-02-12,Vase,Home Decor,East,Online,9,5405.83,48652.47,Cash,3014
10343,2025-05-23,Perfume,Beauty,West,Online,2,4295.82,8591.64,Cash,6638
10344,2025-07-14,T-Shirt,Clothing,West,Offline,7,951.5,6660.5,Cash,7483
10345,2025-02-26,Wheat,Groceries,South,Offline,5,4539.54,22697.7,UPI,1110
10346,2024-12-30,Jeans,Clothing,South,Offline,7,8100.68,56704.76,Credit Card,2868
10347,2025-04-02,Laptop,Electronics,North,Offline,10,7712.95,77129.5,Cash,7307
10348,2025-05-25,Wheat,Groceries,North,Online,10,9230.9,92309,Cash,9087
10349,2025-04-03,Smartphone,Electronics,East,Offline,4,2905.37,11621.48,UPI,9399
10350,2025-01-05,Lamp,Home Decor,South,Online,6,7800.84,46805.04,Cash,4210
10351,2024-09-04,Tennis Racket,Sports,West,Offline,3,3522.29,10566.87,Net Banking,1046
10352,2025-04-28,Tennis Racket,Sports,North,Online,10,3149.34,31493.4,Cash,3296
10353,2024-09-23,Jacket,Clothing,West,Online,9,7996.74,71970.66,Cash,2174
10354,2024-09-07,Shampoo,Beauty,North,Online,6,7383.68,44302.08,UPI,9685
10355,2024-12-14,Tennis Racket,Sports,East,Offline,3,2503.05,7509.15,Credit Card,1905
10356,2025-01-18,Laptop,Electronics,South,Offline,7,7665.55,53658.85,UPI,6215
10357,2025-04-17,Football,Sports,North,Online,2,4284.08,8568.16,Cash,6637
10358,2025-01-02,Cricket Bat,Sports,North,Online,6,5488.5,32931,Cash,3362
10359,2025-03-12,Sweater,Clothing,East,Offline,9,7873.52,70861.68,Credit Card,6891
10360,2024-11-29,Laptop,Electronics,East,Offline,1,8477.92,8477.92,UPI,1060
10361,2025-01-09,Sugar,Groceries,North,Online,1,4759.52,4759.52,Net Banking,8304
10362,2025-03-03,Painting,Home Decor,West,Online,2,7111.45,14222.9,Cash,7585
10363,2024-11-07,Laptop,Electronics,West,Offline,5,4844.47,24222.35,UPI,8999
10364,2025-07-14,Face Wash,Beauty,East,Online,7,3183.48,22284.36,UPI,2578
10365,2025-04-08,Sugar,Groceries,East,Offline,2,181.36,362.72,UPI,4705
10366,2025-06-21,Perfume,Beauty,East,Online,9,6149.51,55345.59,Net Banking,3240
10367,2025-01-13,Yoga Mat,Sports,North,Offline,5,9720.69,48603.45,Cash,6256
10368,2024-12-31,Tennis Racket,Sports,West,Offline,8,3932.87,31462.96,Cash,9350
10369,2025-02-03,Lamp,Home Decor,East,Online,9,9440.04,84960.36,Cash,3946
10370,2024-11-27,T-Shirt,Clothing,South,Online,1,8591.5,8591.5,Cash,1803
10371,2024-11-12,Yoga Mat,Sports,East,Offline,3,911.9,2735.7,Net Banking,5326
10372,2025-01-17,Football,Sports,North,Online,7,1112.93,7790.51,Credit Card,1945
10373,2025-01-02,Wheat,Groceries,East,Online,7,6335.01,44345.07,Cash,7166
10374,2024-07-19,Tennis Racket,Sports,South,Online,2,8047.75,16095.5,Cash,1328
10375,2024-07-31,Jeans,Clothing,North,Offline,9,3450.34,31053.06,Net Banking,2641
10376,2025-07-18,Smartphone,Electronics,North,Offline,6,6799.1,40794.6,Cash,9535
10377,2024-11-23,Jeans,Clothing,West,Online,6,4141.93,24851.58,UPI,1639
10378,2025-02-24,Cricket Bat,Sports,South,Offline,1,1505.87,1505.87,UPI,7969
10379,2025-05-22,Tennis Racket,Sports,South,Online,5,8420.34,42101.7,UPI,5845
10380,2024-09-08,Oil,Groceries,North,Online,6,5224.97,31349.82,UPI,9240
10381,2025-06-05,Shampoo,Beauty,South,Online,10,7833.84,78338.4,Credit Card,8190
10382,2025-02-13,Face Wash,Beauty,West,Online,1,1920.47,1920.47,Cash,1527
10383,2025-01-18,Laptop,Electronics,East,Offline,6,4658.5,27951,Credit Card,2184
10384,2025-06-09,Face Wash,Beauty,North,Offline,7,1624.65,11372.55,Cash,1885
10385,2024-09-23,Sugar,Groceries,West,Online,2,7606.43,15212.86,Cash,1703
10386,2024-09-03,Lipstick,Beauty,West,Offline,2,4067.85,8135.7,UPI,3373
10387,2024-10-15,Lamp,Home Decor,West,Online,2,5906.87,11813.74,Net Banking,4416
10388,2024-08-09,Cricket Bat,Sports,West,Online,2,7016.01,14032.02,Credit Card,9889
10389,2025-07-04,Yoga Mat,Sports,South,Offline,4,4927.4,19709.6,Net Banking,1057
10390,2024-10-10,Oil,Groceries,North,Offline,2,3088.7,6177.4,Cash,2122
10391,2024-10-04,T-Shirt,Clothing,South,Online,1,2079.85,2079.85,Cash,5359
10392,2025-03-11,Lamp,Home Decor,North,Online,6,8039.31,48235.86,Cash,8767
10393,2024-08-25,Laptop,Electronics,North,Online,9,1994.51,17950.59,UPI,3485
10394,2024-08-27,Football,Sports,West,Offline,7,1324.82,9273.74,Net Banking,3174
10395,2024-12-28,Perfume,Beauty,West,Online,10,327.16,3271.6,UPI,3579
10396,2025-06-22,Oil,Groceries,West,Online,5,9020.86,45104.3,Credit Card,1293
10397,2025-02-02,Oil,Groceries,North,Offline,8,2258.26,18066.08,Cash,4941
10398,2025-07-18,Cricket Bat,Sports,West,Offline,1,3869.58,3869.58,Credit Card,7190
10399,2024-08-19,Cricket Bat,Sports,West,Offline,6,1341.43,8048.58,Net Banking,8014
10400,2025-07-10,Wheat,Groceries,North,Online,8,5646.14,45169.12,Net Banking,8728
10401,2025-05-03,Camera,Electronics,East,Online,7,4461.47,31230.29,Cash,1038
10402,2025-04-28,Cricket Bat,Sports,South,Online,2,6066.27,12132.54,UPI,4683
10403,2024-08-26,Yoga Mat,Sports,East,Offline,5,4163.8,20819,Credit Card,8056
10404,2024-10-28,Smartphone,Electronics,East,Offline,10,1080.53,10805.3,Cash,1060
10405,2025-07-15,Sugar,Groceries,East,Online,2,8276.58,16553.16,Net Banking,8919
10406,2024-10-14,Oil,Groceries,South,Offline,6,3095.08,18570.48,Net Banking,4990
10407,2025-05-10,Perfume,Beauty,South,Offline,8,7989.12,63912.96,UPI,4404
